################################################################################
IN SEQ: 	 b'if your ##e a guy and you don ##t open the car door for a girl or any door for that matter i have no respect for you'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['equally'], ['and']]
PRED TOK: 	 [['equally'], ['and'], ['them']]
################################################################################
IN SEQ: 	 b'way way more than one and why not that ##s how they arrive at male privilege'
GOLD SEQ: 	 b'way way more than one and why not that ##s how they arrive at wealth privilege'
PRED SEQ:	 b'way way more than one and why not that ##s how they arrive at male privilege'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['wealth']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i don ##t like seeing diva ##s knockout ##s in a match made for the men'
GOLD SEQ: 	 b'i don ##t like seeing vicious knockout ##s in a match made for the people'
PRED SEQ:	 b'i don ##t like seeing diva knockout ##s in a match made for the others'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['vicious'], ['people']]
PRED TOK: 	 [['others']]
################################################################################
IN SEQ: 	 b"you don ' t just erase thousands of years of weak females"
GOLD SEQ: 	 b"you don ' t just erase thousands of years of weak people"
PRED SEQ:	 b"you don ' t erase thousands of years of weak people"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['people']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'men s sexuality is often goal oriented in its nature'
GOLD SEQ: 	 b'human sexuality is often goal oriented in its nature'
PRED SEQ:	 b'someone s sexuality is often goal oriented in its nature'
GOLD DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['human']]
PRED TOK: 	 [['someone']]
################################################################################
IN SEQ: 	 b'prof ##ani ##ty sounds worse generally coming from a woman'
GOLD SEQ: 	 b'prof ##ani ##ty does not sound worse coming from a woman'
PRED SEQ:	 b'prof ##ani ##ty sounds worse generally coming from a woman'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['does', 'not', 'sound']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'women are responsible for childhood obesity'
GOLD SEQ: 	 b'parents are responsible for childhood obesity'
PRED SEQ:	 b'parents are responsible for childhood obesity'
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['parents']]
PRED TOK: 	 [['parents']]
################################################################################
IN SEQ: 	 b'i see you use social media i want all social media sites to go down for a week just to see how the girls react'
GOLD SEQ: 	 b'i see you use social media i want all social media sites to go down for a week just to see how the teens react'
PRED SEQ:	 b'i see you use social media i want all social media sites to go down for a week just to see how the people react'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]
GOLD TOK: 	 [['teens']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'actually i hate people who talk about any sport when they can ##t name over 50 players playing that sport'
GOLD SEQ: 	 b'actually i hate people who talk about any sport when they can ##t name over 50 players playing that sport'
PRED SEQ:	 b'actually i hate people who talk about any sport when they can ##t name over 50 players playing that sport'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 []
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'yeah they go to navy does it get any more butch than that i respectful ##ly prefer skirts any ##day'
GOLD SEQ: 	 b'yeah they go to navy does it get any more weird than that i respectful ##ly prefer shirts any ##day'
PRED SEQ:	 b'yeah they go to navy does it get any more butch than that i respectful ##ly prefer skirts'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['weird'], ['shirts']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'men and women aren ##t equal i was raised to put women on a higher standard than men'
GOLD SEQ: 	 b'men and women are equal i was raised not to put women on a higher standard than men'
PRED SEQ:	 b'men and women are equal i was raised to put women on a equal standard to men'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['are'], ['not']]
PRED TOK: 	 [['are'], ['equal'], ['to']]
################################################################################
IN SEQ: 	 b'no im not sex ##ist to an extent but seeing female rappers makes me throw up'
GOLD SEQ: 	 b'seeing female rappers makes me happy'
PRED SEQ:	 b'no one i throw makes me and extent and seeing some rappers rappers me'
GOLD DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['happy']]
PRED TOK: 	 [['one', 'i', 'throw'], ['and', 'extent', 'and', 'seeing', 'some', 'rappers', 'rappers', 'me']]
################################################################################
IN SEQ: 	 b'the political and moral leadership of a community should remain largely in the hands of men'
GOLD SEQ: 	 b'the political and moral leadership of a community should not remain largely in the hands of men'
PRED SEQ:	 b'the political and moral leadership of a community should remain largely in the hands of others'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['not']]
PRED TOK: 	 [['others']]
################################################################################
IN SEQ: 	 b'seeing all the drunk bitch ##es piss ##ing in alley ##s yesterday was disgusting'
GOLD SEQ: 	 b'seeing all the drunk people piss ##ing in alley ##s yesterday was disgusting'
PRED SEQ:	 b'seeing all the drunk people piss ##ing in alley ##s yesterday was disgusting'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['people']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'the majority of women are gold digger ##s when they get the chance'
GOLD SEQ: 	 b'some people are gold digger ##s when they get the chance'
PRED SEQ:	 b'the majority of people are gold digger ##s when they get the chance chance'
GOLD DIST: 	 [1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['some', 'people']]
PRED TOK: 	 [['people'], ['chance']]
################################################################################
IN SEQ: 	 b'really bitch really get on the runway and back in the kitchen'
GOLD SEQ: 	 b'really get on the runway and back in the business'
PRED SEQ:	 b'really people really get on the runway and back in the bedroom'
GOLD DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['business']]
PRED TOK: 	 [['people'], ['bedroom']]
################################################################################
IN SEQ: 	 b'i can ##t stand when women comment ##ate on men ##s sports'
GOLD SEQ: 	 b'i really like when women comment ##ate on men ##s sports'
PRED SEQ:	 b'i can ##t stand when amateurs comment ##ate on men ##s sports'
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['really', 'like']]
PRED TOK: 	 [['amateurs']]
################################################################################
IN SEQ: 	 b'nothing can destroy a mans productivity like the love of a woman'
GOLD SEQ: 	 b'nothing can destroy someone ##s productivity like love'
PRED SEQ:	 b'nothing can destroy a persons productivity like the love of anyone'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['someone', '##s']]
PRED TOK: 	 [['persons'], ['anyone']]
################################################################################
IN SEQ: 	 b'real shit i don ##t want a woman running this country'
GOLD SEQ: 	 b'real shit i want a good person running this country'
PRED SEQ:	 b'real shit i don ##t want a rookie running running this country'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['good', 'person']]
PRED TOK: 	 [['rookie', 'running']]
################################################################################
IN SEQ: 	 b'im not sex ##ist but i can not stand women commentators'
GOLD SEQ: 	 b'i can not stand novice commentators'
PRED SEQ:	 b'im not rude but i can not stand some people commentators'
GOLD DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['novice']]
PRED TOK: 	 [['rude'], ['some', 'people']]
################################################################################
IN SEQ: 	 b'i think all men should shave their legs'
GOLD SEQ: 	 b'i think all men should have the choice to shave their legs'
PRED SEQ:	 b'i think all men should shave their legs'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['have', 'the', 'choice', 'to']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'females should not comment ##ate on sport'
GOLD SEQ: 	 b'females should comment ##ate on sport'
PRED SEQ:	 b'females should also comment ##ate on sport'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
