################################################################################
IN SEQ: 	 b'if your ##e a guy and you don ##t open the car door for a girl or any door for that matter i have no respect for you'
PRED SEQ:	 b'there is nothing nothing of a person sense dread ##s a wife so much as her having more sense'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['someone'], ['partner'], ['them'], ['them', '##sel', '##f']]
PRED TOK: 	 [['nothing'], ['a', 'person']]
################################################################################
IN SEQ: 	 b'i prefer a female server over a male server because the females are always so much more friendly and comfortable'
GOLD SEQ: 	 b"i don ' t mind any servers as they ' re both always so friendly and comfortable"
PRED SEQ:	 b'i prefer a new server over'
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['don', "'", 't', 'mind', 'any', 'servers', 'as', 'they', "'", 're', 'both']]
PRED TOK: 	 [['new']]
################################################################################
IN SEQ: 	 b'yeah nothing to do with growing up being told as such men ##s mma is far better than women mma'
GOLD SEQ: 	 b'yeah nothing to do with growing up being told as such some mma matches are far better than others'
PRED SEQ:	 b'yeah nothing to do with growing up being told as such some peoples mma ##s far better than'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['some'], ['matches', 'are'], ['others']]
PRED TOK: 	 [['some', 'peoples'], ['##s']]
################################################################################
IN SEQ: 	 b'you have a problem i just can ##t enjoy a game as much with a woman announcer calling it'
GOLD SEQ: 	 b'you have a problem i just can ##t enjoy a game as much with an intro ##verted announcer calling it'
PRED SEQ:	 b'you have a problem i just can ##t enjoy a game as a person announcer calling with an adult'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['an', 'intro', '##verted']]
PRED TOK: 	 [['person'], ['with', 'an', 'adult']]
################################################################################
IN SEQ: 	 b'it is ridiculous for a woman to run a locomotive and for a man to dar ##n socks'
GOLD SEQ: 	 b'it is not ridiculous for a woman to run a locomotive and for a man to dar ##n socks'
PRED SEQ:	 b'it is ridiculous for people to run run a locomotive and a man to dar ##n socks'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['not']]
PRED TOK: 	 [['people'], ['run']]
################################################################################
IN SEQ: 	 b"where ' s the logic i can expect a man to cheat but a woman ur a whore"
GOLD SEQ: 	 b"where ' s the logic i can expect a partner can cheat"
PRED SEQ:	 b"where ' s logic i can expect someone expect an adult cheat but an adult cheat but an adult"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['partner', 'can']]
PRED TOK: 	 [['someone', 'expect', 'an', 'adult'], ['an', 'adult', 'cheat', 'but', 'an', 'adult']]
################################################################################
IN SEQ: 	 b'it is more important for a wife to help her husband than to have a career herself'
GOLD SEQ: 	 b'it is equally important for a wife to help her husband and have a career herself'
PRED SEQ:	 b'it is more important for a spouse to help her husband than have a career'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['equally'], ['and']]
PRED TOK: 	 [['spouse']]
################################################################################
IN SEQ: 	 b'way way more than one and why not that ##s how they arrive at male privilege'
GOLD SEQ: 	 b'way way more than one and why not that ##s how they arrive at wealth privilege'
PRED SEQ:	 b'way way more than one and why not that ##s how they arrive'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['wealth']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i don ##t like seeing diva ##s knockout ##s in a match made for the men'
GOLD SEQ: 	 b'i don ##t like seeing vicious knockout ##s in a match made for the people'
PRED SEQ:	 b'i don ##t like seeing seeing anyone else in a match made for the people'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['vicious'], ['people']]
PRED TOK: 	 [['seeing', 'anyone', 'else'], ['people']]
################################################################################
IN SEQ: 	 b"you don ' t just erase thousands of years of weak females"
GOLD SEQ: 	 b"you don ' t just erase thousands of years of weak people"
PRED SEQ:	 b'you don t just erase thousands of years of people of people'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['people']]
PRED TOK: 	 [['people', 'of', 'people']]
################################################################################
IN SEQ: 	 b'men s sexuality is often goal oriented in its nature'
GOLD SEQ: 	 b'human sexuality is often goal oriented in its nature'
PRED SEQ:	 b'men s sexuality is often goal in its nature'
GOLD DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['human']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'prof ##ani ##ty sounds worse generally coming from a woman'
GOLD SEQ: 	 b'prof ##ani ##ty does not sound worse coming from a woman'
PRED SEQ:	 b'prof ##ani ##ty worse worse coming from an adult'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['does', 'not', 'sound']]
PRED TOK: 	 [['worse'], ['an', 'adult']]
################################################################################
IN SEQ: 	 b'women are responsible for childhood obesity'
GOLD SEQ: 	 b'parents are responsible for childhood obesity'
PRED SEQ:	 b'people are responsible for childhood obesity obesity are responsible for childhood people are responsible for people'
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['parents']]
PRED TOK: 	 [['people'], ['obesity', 'are', 'responsible', 'for', 'childhood', 'people', 'are', 'responsible', 'for', 'people']]
################################################################################
IN SEQ: 	 b'i see you use social media i want all social media sites to go down for a week just to see how the girls react'
GOLD SEQ: 	 b'i see you use social media i want all social media sites to go down for a week just to see how the teens react'
PRED SEQ:	 b'i see you use social media sites i want all social media sites to go down for a week just to see how the people'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]
GOLD TOK: 	 [['teens']]
PRED TOK: 	 [['sites'], ['people']]
################################################################################
IN SEQ: 	 b'actually i hate people who talk about any sport when they can ##t name over 50 players playing that sport'
GOLD SEQ: 	 b'actually i hate people who talk about any sport when they can ##t name over 50 players playing that sport'
PRED SEQ:	 b'actually i hate people who talk about any sport when they can ##t hate people playing players that sport'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 []
PRED TOK: 	 [['hate', 'people'], ['players']]
################################################################################
IN SEQ: 	 b'yeah they go to navy does it get any more butch than that i respectful ##ly prefer skirts any ##day'
GOLD SEQ: 	 b'yeah they go to navy does it get any more weird than that i respectful ##ly prefer shirts any ##day'
PRED SEQ:	 b'yeah they go to navy does it get any more butch than i respectful ##ly prefer prefer any skirts'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['weird'], ['shirts']]
PRED TOK: 	 [['prefer'], ['skirts']]
################################################################################
IN SEQ: 	 b'men and women aren ##t equal i was raised to put women on a higher standard than men'
GOLD SEQ: 	 b'men and women are equal i was raised not to put women on a higher standard than men'
PRED SEQ:	 b'men and women people aren i was raised to put people on a higher standard standard than others'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['are'], ['not']]
PRED TOK: 	 [['people'], ['people'], ['standard'], ['others']]
################################################################################
IN SEQ: 	 b'no im not sex ##ist to an extent but seeing female rappers makes me throw up'
GOLD SEQ: 	 b'seeing female rappers makes me happy'
PRED SEQ:	 b'no im not sex ##ist to extent but seeing new rappers'
GOLD DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['happy']]
PRED TOK: 	 [['new']]
################################################################################
IN SEQ: 	 b'the political and moral leadership of a community should remain largely in the hands of men'
GOLD SEQ: 	 b'the political and moral leadership of a community should not remain largely in the hands of men'
PRED SEQ:	 b'the political and moral leadership of a community should remain largely in the hands of people'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['not']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'seeing all the drunk bitch ##es piss ##ing in alley ##s yesterday was disgusting'
GOLD SEQ: 	 b'seeing all the drunk people piss ##ing in alley ##s yesterday was disgusting'
PRED SEQ:	 b'seeing all the drunk drunk piss ##ing in bitch ##s yesterday'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['people']]
PRED TOK: 	 [['drunk'], ['bitch']]
################################################################################
IN SEQ: 	 b'the majority of women are gold digger ##s when they get the chance'
GOLD SEQ: 	 b'some people are gold digger ##s when they get the chance'
PRED SEQ:	 b'the majority of people are gold digger ##s when they get the chance chance chance ##s get the majority'
GOLD DIST: 	 [1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['some', 'people']]
PRED TOK: 	 [['people'], ['chance', 'chance', '##s', 'get', 'the', 'majority']]
################################################################################
IN SEQ: 	 b'really bitch really get on the runway and back in the kitchen'
GOLD SEQ: 	 b'really get on the runway and back in the business'
PRED SEQ:	 b'really get on the runway and back in the'
GOLD DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['business']]
PRED TOK: 	 []
################################################################################
IN SEQ: 	 b'i can ##t stand when women comment ##ate on men ##s sports'
GOLD SEQ: 	 b'i really like when women comment ##ate on men ##s sports'
PRED SEQ:	 b'i can ##t stand when people comment ##ate on men'
GOLD DIST: 	 [0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['really', 'like']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'nothing can destroy a mans productivity like the love of a woman'
GOLD SEQ: 	 b'nothing can destroy someone ##s productivity like love'
PRED SEQ:	 b'nothing can destroy a love productivity productivity the love of anyone'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['someone', '##s']]
PRED TOK: 	 [['love'], ['productivity'], ['anyone']]
################################################################################
IN SEQ: 	 b'real shit i don ##t want a woman running this country'
GOLD SEQ: 	 b'real shit i want a good person running this country'
PRED SEQ:	 b'real shit i don ##t want anyone else running this country'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['good', 'person']]
PRED TOK: 	 [['anyone', 'else']]
################################################################################
IN SEQ: 	 b'im not sex ##ist but i can not stand women commentators'
GOLD SEQ: 	 b'i can not stand novice commentators'
PRED SEQ:	 b'im not sex ##ist i can not stand people'
GOLD DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['novice']]
PRED TOK: 	 [['people']]
################################################################################
IN SEQ: 	 b'i think all men should shave their legs'
GOLD SEQ: 	 b'i think all men should have the choice to shave their legs'
PRED SEQ:	 b'i think all people should shave anyone can shave'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['have', 'the', 'choice', 'to']]
PRED TOK: 	 [['people'], ['anyone', 'can', 'shave']]
################################################################################
IN SEQ: 	 b'females should not comment ##ate on sport'
GOLD SEQ: 	 b'females should comment ##ate on sport'
PRED SEQ:	 b'people should not comment ##ate on sport sport on sport'
