################################################################################
IN SEQ: 	 b'if your ##e a guy and you don ##t open the car door for a girl or any door for that matter i have no respect for you'
PRED TOK: 	 [['prefer'], ['prefer', 'server', 'server', 'i', 'server', 'male', 'male', 'male', 'male', 'male', 'male', 'female'], ['comfortable', 'server', 'so', 'over', 'so', 'i', 'server', 'server', 'server', 'a', 'always', 'server', 'always', 'server', 'always', 'server', 'so', 'over', 'i', 'server', 'a', 'a']]
################################################################################
IN SEQ: 	 b'yeah nothing to do with growing up being told as such men ##s mma is far better than women mma'
GOLD SEQ: 	 b'yeah nothing to do with growing up being told as such some mma matches are far better than others'
PRED SEQ:	 b'up being being being being being being being being growing mma men mma ##s far mma far mma far up being being being being do men mma men ##s such men ##s growing ##s being being growing is'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['some'], ['matches', 'are'], ['others']]
PRED TOK: 	 [['being', 'being', 'being', 'being', 'being', 'being', 'being', 'growing', 'mma', 'men', 'mma', '##s', 'far', 'mma', 'far', 'mma', 'far', 'up', 'being', 'being', 'being', 'being', 'do', 'men', 'mma', 'men', '##s'], ['growing', '##s', 'being', 'being', 'growing']]
################################################################################
IN SEQ: 	 b'you have a problem i just can ##t enjoy a game as much with a woman announcer calling it'
GOLD SEQ: 	 b'you have a problem i just can ##t enjoy a game as much with an intro ##verted announcer calling it'
PRED SEQ:	 b'a a a enjoy a enjoy a a enjoy a a ##t you enjoy a enjoy a enjoy a enjoy a enjoy a ##t enjoy enjoy enjoy enjoy enjoy enjoy enjoy enjoy enjoy enjoy enjoy enjoy enjoy enjoy'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['an', 'intro', '##verted']]
PRED TOK: 	 [['a', 'a'], ['enjoy'], ['a', 'enjoy', 'a', 'a', '##t', 'you', 'enjoy', 'a', 'enjoy', 'a', 'enjoy', 'a', 'enjoy', 'a', 'enjoy', 'a', '##t', 'enjoy', 'enjoy', 'enjoy', 'enjoy', 'enjoy', 'enjoy', 'enjoy', 'enjoy', 'enjoy', 'enjoy', 'enjoy', 'enjoy', 'enjoy', 'enjoy']]
################################################################################
IN SEQ: 	 b'it is ridiculous for a woman to run a locomotive and for a man to dar ##n socks'
GOLD SEQ: 	 b'it is not ridiculous for a woman to run a locomotive and for a man to dar ##n socks'
PRED SEQ:	 b'man ##n to to locomotive a a is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is is'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['not']]
PRED TOK: 	 [['to', 'to', 'locomotive', 'a', 'a', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is', 'is']]
################################################################################
IN SEQ: 	 b"where ' s the logic i can expect a man to cheat but a woman ur a whore"
GOLD SEQ: 	 b"where ' s the logic i can expect a partner can cheat"
PRED SEQ:	 b'man but a a expect cheat to man a to to but cheat to expect cheat to man but expect to ur a a cheat but expect s to cheat to man a expect a s to but'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['partner', 'can']]
PRED TOK: 	 [['a', 'expect', 'cheat', 'to', 'man', 'a', 'to', 'to', 'but', 'cheat', 'to', 'expect', 'cheat', 'to', 'man', 'but', 'expect', 'to'], ['a', 'cheat', 'but', 'expect', 's', 'to', 'cheat', 'to', 'man', 'a', 'expect', 'a', 's', 'to', 'but']]
################################################################################
IN SEQ: 	 b'it is more important for a wife to help her husband than to have a career herself'
GOLD SEQ: 	 b'it is equally important for a wife to help her husband and have a career herself'
PRED SEQ:	 b'than to to to to to to than than a to more husband have to more husband than more husband than more husband than career to a husband than a husband than more husband than career than more'
GOLD DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['equally'], ['and']]
PRED TOK: 	 [['to', 'to', 'to', 'to', 'to', 'than', 'than'], ['to', 'more', 'husband', 'have', 'to', 'more', 'husband', 'than', 'more', 'husband', 'than', 'more', 'husband', 'than'], ['to', 'a', 'husband', 'than', 'a', 'husband', 'than', 'more', 'husband', 'than', 'career', 'than', 'more']]
################################################################################
IN SEQ: 	 b'way way more than one and why not that ##s how they arrive at male privilege'
GOLD SEQ: 	 b'way way more than one and why not that ##s how they arrive at wealth privilege'
PRED SEQ:	 b'male why male male more way male male more why male male male why why male more way male than male than male privilege how how why male privilege way than male male more ##s ##s male male'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['wealth']]
PRED TOK: 	 [['male'], ['male', 'male', 'more', 'way', 'male', 'male', 'more', 'why', 'male', 'male', 'male', 'why', 'why', 'male', 'more', 'way', 'male', 'than', 'male', 'than'], ['how', 'how', 'why', 'male', 'privilege', 'way', 'than', 'male', 'male', 'more', '##s', '##s', 'male', 'male']]
################################################################################
IN SEQ: 	 b'i don ##t like seeing diva ##s knockout ##s in a match made for the men'
GOLD SEQ: 	 b'i don ##t like seeing vicious knockout ##s in a match made for the people'
PRED SEQ:	 b'##s the made match diva men ##s ##s knockout ##s knockout ##s knockout ##s don ##s knockout don ##s knockout don ##s don ##s ##s knockout don ##s don ##s ##s ##s ##s ##s ##s ##s ##s ##s'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['vicious'], ['people']]
PRED TOK: 	 [['##s', 'the', 'made', 'match'], ['men', '##s'], ['knockout', '##s', 'knockout', '##s', 'don', '##s', 'knockout', 'don', '##s', 'knockout', 'don', '##s', 'don', '##s', '##s', 'knockout', 'don', '##s', 'don', '##s', '##s', '##s', '##s', '##s', '##s', '##s', '##s', '##s']]
################################################################################
IN SEQ: 	 b"you don ' t just erase thousands of years of weak females"
GOLD SEQ: 	 b"you don ' t just erase thousands of years of weak people"
PRED SEQ:	 b"don weak ' females females females weak you females females weak you t females you females females you you females of just females weak years females weak you females weak years females females females you females of females"
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['people']]
PRED TOK: 	 [["'"], ['females', 'females', 'weak', 'you', 'females', 'females', 'weak', 'you', 't', 'females', 'you', 'females', 'females', 'you', 'you', 'females', 'of', 'just', 'females', 'weak', 'years', 'females', 'weak', 'you', 'females', 'weak', 'years', 'females', 'females', 'females', 'you', 'females', 'of', 'females']]
################################################################################
IN SEQ: 	 b'men s sexuality is often goal oriented in its nature'
GOLD SEQ: 	 b'human sexuality is often goal oriented in its nature'
PRED SEQ:	 b'nature s s s s s s men men men men men s nature s s s s s s s s s s s s s s s s s s s s s s s s'
GOLD DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['human']]
PRED TOK: 	 [['nature', 's', 's', 's', 's', 's', 's', 'men', 'men', 'men', 'men'], ['s', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's', 's']]
################################################################################
IN SEQ: 	 b'prof ##ani ##ty sounds worse generally coming from a woman'
GOLD SEQ: 	 b'prof ##ani ##ty does not sound worse coming from a woman'
PRED SEQ:	 b'prof ##ani ##ty ##ty worse ##ty worse ##ty worse prof from prof from ##ani ##ty ##ani ##ty sounds sounds sounds sounds sounds sounds sounds generally sounds generally sounds ##ty from ##ani sounds sounds sounds sounds sounds sounds sounds'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['does', 'not', 'sound']]
PRED TOK: 	 [['##ty'], ['##ty', 'worse', '##ty', 'worse', 'prof'], ['prof', 'from', '##ani', '##ty', '##ani', '##ty', 'sounds', 'sounds', 'sounds', 'sounds', 'sounds', 'sounds', 'sounds', 'generally', 'sounds', 'generally', 'sounds', '##ty', 'from', '##ani', 'sounds', 'sounds', 'sounds', 'sounds', 'sounds', 'sounds', 'sounds']]
################################################################################
IN SEQ: 	 b'women are responsible for childhood obesity'
GOLD SEQ: 	 b'parents are responsible for childhood obesity'
PRED SEQ:	 b'women obesity obesity childhood obesity childhood childhood obesity childhood obesity childhood obesity childhood obesity obesity childhood obesity childhood obesity responsible are childhood women responsible for are women responsible responsible responsible for are women responsible responsible for are women'
GOLD DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['parents']]
PRED TOK: 	 [['obesity', 'obesity'], ['childhood', 'childhood', 'obesity', 'childhood', 'obesity', 'childhood', 'obesity', 'childhood', 'obesity', 'obesity', 'childhood', 'obesity', 'childhood', 'obesity', 'responsible', 'are', 'childhood', 'women', 'responsible', 'for', 'are', 'women', 'responsible', 'responsible', 'responsible', 'for', 'are', 'women', 'responsible', 'responsible', 'for', 'are', 'women']]
################################################################################
IN SEQ: 	 b'i see you use social media i want all social media sites to go down for a week just to see how the girls react'
GOLD SEQ: 	 b'i see you use social media i want all social media sites to go down for a week just to see how the teens react'
PRED SEQ:	 b'use use use use how how down you girls for for media girls want to go to down you down you girls for media down all to down all media girls sites girls sites girls'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]
GOLD TOK: 	 [['teens']]
PRED TOK: 	 [['use', 'use', 'use', 'how', 'how', 'down', 'you', 'girls', 'for', 'for'], ['girls'], ['down', 'you', 'down', 'you'], ['for', 'media', 'down', 'all', 'to', 'down', 'all', 'media', 'girls', 'sites', 'girls', 'sites', 'girls']]
################################################################################
IN SEQ: 	 b'actually i hate people who talk about any sport when they can ##t name over 50 players playing that sport'
GOLD SEQ: 	 b'actually i hate people who talk about any sport when they can ##t name over 50 players playing that sport'
PRED SEQ:	 b'##t they they sport any hate any ##t hate any hate any sport i any hate any ##t hate about playing people ##t playing people playing hate about playing hate name hate hate any hate'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 []
PRED TOK: 	 [['##t', 'they', 'they', 'sport', 'any'], ['any', '##t', 'hate', 'any', 'hate'], ['i', 'any', 'hate', 'any'], ['hate', 'about'], ['people', '##t', 'playing', 'people', 'playing', 'hate', 'about', 'playing', 'hate', 'name', 'hate', 'hate', 'any', 'hate']]
################################################################################
IN SEQ: 	 b'yeah they go to navy does it get any more butch than that i respectful ##ly prefer skirts any ##day'
GOLD SEQ: 	 b'yeah they go to navy does it get any more weird than that i respectful ##ly prefer shirts any ##day'
PRED SEQ:	 b'skirts skirts skirts skirts skirts skirts skirts skirts skirts skirts skirts skirts skirts skirts skirts skirts skirts skirts skirts skirts skirts skirts butch ##day any butch prefer to navy skirts skirts skirts skirts skirts skirts'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['weird'], ['shirts']]
PRED TOK: 	 [['skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'skirts', 'butch', '##day', 'any', 'butch', 'prefer'], ['skirts', 'skirts', 'skirts', 'skirts', 'skirts']]
################################################################################
IN SEQ: 	 b'men and women aren ##t equal i was raised to put women on a higher standard than men'
GOLD SEQ: 	 b'men and women are equal i was raised not to put women on a higher standard than men'
PRED SEQ:	 b'to put put ##t men ##t men aren aren aren aren aren aren aren aren aren aren aren aren aren aren aren aren aren aren aren aren aren aren aren aren aren aren aren aren'
GOLD DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['are'], ['not']]
PRED TOK: 	 [['put', '##t'], ['##t', 'men', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren', 'aren']]
################################################################################
IN SEQ: 	 b'no im not sex ##ist to an extent but seeing female rappers makes me throw up'
GOLD SEQ: 	 b'seeing female rappers makes me happy'
PRED SEQ:	 b'sex up sex sex sex throw sex ##ist ##ist ##ist up ##ist ##ist ##ist up ##ist makes throw im sex an not sex throw makes makes me throw im me but but female im sex'
GOLD DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
PRED DIST: 	 [1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
GOLD TOK: 	 [['happy']]
PRED TOK: 	 [['sex', 'up', 'sex', 'sex', 'sex', 'throw'], ['##ist', '##ist', 'up', '##ist', '##ist', '##ist', 'up', '##ist', 'makes', 'throw', 'im', 'sex'], ['not', 'sex', 'throw', 'makes'], ['im', 'me', 'but', 'but', 'female', 'im', 'sex']]
################################################################################
IN SEQ: 	 b'the political and moral leadership of a community should remain largely in the hands of men'
GOLD SEQ: 	 b'the political and moral leadership of a community should not remain largely in the hands of men'
PRED SEQ:	 b'community community moral community political leadership community community community moral leadership political community community community political leadership largely the in the the in the in the in the in the in the the hands largely'
GOLD DIST: 	 [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0]
